rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Number of Beds,Total Bed Days Available,Total Days Title XVIII,Total Days Total,Total Discharges Title XVIII,Total Discharges Total,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Net Income,DRG Amounts Other Than Outlier Payments,Total IME Payment,Allowable DSH Percentage,Cost To Charge Ratio
702906,792682,WRIGHT LLC MEDICAL CENTER,720 DEREK COVE,SOUTH BRANDON,GA,98337,NORTH MARKSHIRE COUNTY,13665,U,04/01/2022,03/28/2023,Government - Local,262,95630,34898,55252,7696,12186,450549852.02,391316254.19,841866106.21,402056943.52,439809162.69000006,385605364.52,54203798.17,54203798.17,55384321.84,1246439.55,0.082,0.2959
702907,933006,"MOORE, MARTIN AND RIVAS MEDICAL CENTER",30723 PATRICK SKYWAY,RICHARDVILLE,GA,22811,SOUTH ALEJANDRO COUNTY,38940,R,03/01/2022,02/28/2023,Government - Local,309,112785,47972,79313,9951,16453,943679582.9,598319509.31,1541999092.21,569536880.55,972462211.6600001,853333880.48,119128331.18,119128331.18,74467924.66,4140774.03,0.3824,0.2846
702908,912523,"SMITH, KELLY AND BLEVINS MEDICAL CENTER",204 HILL WALKS,TIMOTHYVILLE,CA,26472,SANCHEZVILLE COUNTY,38740,R,03/01/2022,02/28/2023,Government - State,441,160965,67727,104963,9709,15047,798663857.96,555147996.47,1353811854.43,585756224.09,768055630.34,685993068.6,82062561.74,82062561.74,180845779.21,26382124.09,0.3625,0.3889
702909,466417,"REYES, CRANE AND BIRD MEDICAL CENTER",0846 MORRIS FLAT SUITE 496,MELINDASTAD,FL,32061,NORTH JASON COUNTY,23135,U,06/01/2022,05/28/2023,Government - State,103,37595,14798,30815,2072,4316,237263701.47,112566460.99,349830162.46,187010246.22,162819916.23999998,151646309.92,11173606.32,11173606.32,16847149.01,0,0.4351,0.3989
702910,955476,PARKER-LEBLANC MEDICAL CENTER,430 NICHOLAS COURTS,NEW JAMES,MN,40609,EAST MACKENZIEBERG COUNTY,20453,U,01/01/2022,12/28/2023,Proprietary - Corporation,108,39420,15521,26408,2185,3719,95144122.11,88432282.12,183576404.23000002,90954414.71,92621989.52000003,74598900.26,18023089.26,18023089.26,29236651.53,0,0.3732,0.5909
702911,768524,JOHNSON-ZIMMERMAN MEDICAL CENTER,144 TAYLOR WALK,FERGUSONSIDE,NC,28087,CARPENTERVIEW COUNTY,44034,U,06/01/2022,05/28/2023,Proprietary - Individual,734,267910,80362,150494,18588,34811,2313785847.12,1782619758.02,4096405605.14,1783919511.74,2312486093.3999996,1918223722.25,394262371.15,394262371.15,87701934.59,8092998.62,0.2498,0.4217
702912,643914,KHAN GROUP MEDICAL CENTER,189 YANG RADIAL,UNDERWOODSHIRE,MA,68798,HANNAHMOUTH COUNTY,11515,R,01/01/2022,12/28/2023,Government - State,735,268275,111238,200662,19886,35874,1988202247.51,1469052988.77,3457255236.2799997,1314232798.49,2143022437.7899997,1869168991.08,273853446.71,273853446.71,204154785.17,26115531.62,0.264,0.7165
702913,816569,MARTINEZ AND SONS MEDICAL CENTER,42570 GRAY SPURS APT. 942,NORTH JOSEPH,MO,18334,GREGORYCHESTER COUNTY,15861,U,05/01/2022,04/28/2023,Government - State,174,63510,22640,49242,3640,7917,635263494.36,287640967.24,922904461.6,475596335.11,447308126.49,408503065.66,38805060.83,38805060.83,60818447.16,0,0.2096,0.4787
702914,677135,WATSON LLC MEDICAL CENTER,22113 JEFFREY ROAD,NORTH SUSAN,CA,73640,PORT MICHELLEHAVEN COUNTY,40017,U,04/01/2022,03/28/2023,Government - Local,107,39055,15271,26104,2182,3730,349804810.57,289663136.28,639467946.8499999,223766931.4,415701015.4499999,338624247.94,77076767.51,77076767.51,21066802.26,0,0.4082,0.6941
702915,224602,SMITH GROUP MEDICAL CENTER,437 HATFIELD RADIAL SUITE 950,ALLENLAND,TX,14568,EAST LAUREN COUNTY,33147,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,349,127385,31636,80668,7014,17887,1398702772.99,784170881.73,2182873654.7200003,1054351579.48,1128522075.2400002,1058986092.43,69535982.81,69535982.81,75304750.51,5251867.3,0.2975,0.2045
702916,782888,"LAWRENCE, GONZALEZ AND DAVIS MEDICAL CENTER",9332 SINGH CURVE SUITE 785,DAVISTOWN,NJ,43876,RICHARDSONBERG COUNTY,29365,U,02/01/2022,01/28/2023,Proprietary - Corporation,585,213525,87475,192553,13963,30736,951696931.29,586935026.22,1538631957.51,703975988.94,834655968.5699999,695553029.65,139102938.92,139102938.92,167818610.95,18123879.2,0.1256,0.6916
702917,312946,ROWLAND-MAYO MEDICAL CENTER,0163 JOSEPH WELLS,EAST HEATHERBERG,AZ,91452,EAST MATTHEW COUNTY,10363,U,04/01/2022,03/28/2023,Government - State,306,111690,27282,58192,4192,8942,287625463.1,325265472.82,612890935.9200001,205963793.07,406927142.8500001,346001163.55,60925979.3,60925979.3,65186139.9,7329017.16,0.1312,0.6425
702918,686302,LYNN LTD MEDICAL CENTER,4039 GARCIA MOUNTAIN SUITE 374,FRANKBURGH,IL,54372,PALMERVIEW COUNTY,25843,U,02/01/2022,01/28/2023,Proprietary - Individual,210,76650,23816,61253,3478,8946,710269940.95,306937992.13,1017207933.08,406095044.02,611112889.0600001,487481777.59,123631111.47,123631111.47,63884205.13,5411604.72,0.4353,0.3822
702919,483222,"DUNCAN, ROMERO AND PEREZ MEDICAL CENTER",380 ELIZABETH PLAZA,BROOKSTOWN,AZ,33139,MOOREMOUTH COUNTY,39225,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,543,198195,82015,162423,19466,38551,1883270424.67,1989453283.23,3872723707.9,1707550072.25,2165173635.65,1957008495.85,208165139.8,208165139.8,220783142.13,24194137.67,0.2452,0.6715
702920,314499,BERRY PLC MEDICAL CENTER,4529 WHITE COMMON SUITE 180,WEST AMANDA,CA,55538,COLETOWN COUNTY,47899,U,06/01/2022,05/28/2023,Government - State,464,169360,90478,148020,18463,30206,2157348043.74,1765621667.07,3922969710.8099995,2098153652.68,1824816058.1299994,1458866731.18,365949326.95,365949326.95,200529741.49,17843981.79,0.2651,0.6762
702921,894557,WOOD-DELACRUZ MEDICAL CENTER,69847 JOHN JUNCTION,NORTH ASHLEY,OH,34138,ROBERSONTOWN COUNTY,19350,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,27,9855,5104,8072,902,1427,29973580.19,13646179.77,43619759.96,20365663.09,23254096.87,19385539.65,3868557.22,3868557.22,7005546.02,0,0.0678,0.6635
702922,259931,HENRY-ONEAL MEDICAL CENTER,5017 MICHAEL GATEWAY APT. 030,ROBERTHAVEN,NC,21143,BAKERBOROUGH COUNTY,13974,R,05/01/2022,04/28/2023,Proprietary - Individual,508,185420,61654,143648,14283,33280,2107565836.42,2527380721.33,4634946557.75,1785237075.6,2849709482.15,2410436793.43,439272688.72,439272688.72,124512415.19,5974305.18,0.3267,0.2816
702923,979922,MILLER-WHITE MEDICAL CENTER,72737 WARNER NECK,LAKE MELANIE,NY,20883,CYNTHIABERG COUNTY,35990,U,03/01/2022,02/28/2023,Proprietary - Individual,132,48180,15741,30723,2615,5105,177280993.31,76855580.18,254136573.49,97240849.55,156895723.94,147487282.47,9408441.47,9408441.47,18115323.68,0,0.2476,0.7196
702924,115960,MORGAN-KNIGHT MEDICAL CENTER,7094 WANDA FLATS SUITE 654,WEST RACHELMOUTH,CO,25016,LAKE KEVINSTAD COUNTY,36710,R,03/01/2022,02/28/2023,Proprietary - Corporation,634,231410,89832,206968,14921,34377,2474858849.92,1581660207.69,4056519057.61,1881704197.98,2174814859.63,1785888561.09,388926298.54,388926298.54,172545549.09,25219635.35,0.1516,0.2305
702925,142646,"FISCHER, KENNEDY AND MYERS MEDICAL CENTER",7991 JUAN LIGHT,WEST STEVENBURY,OH,22578,LAKE RANDY COUNTY,20287,R,06/01/2022,05/28/2023,Government - Local,324,118260,31131,67891,4511,9839,589880779.82,613985399.92,1203866179.74,636418202.95,567447976.79,540653728.76,26794248.03,26794248.03,43981568.74,1025410.85,0.0781,0.639
702926,703959,KOCH LTD MEDICAL CENTER,11558 GORDON EXTENSIONS,HORNETON,CO,29673,NEW AMYTON COUNTY,11216,R,03/01/2022,02/28/2023,Voluntary Non-profit - Church,592,216080,67541,121217,15440,27711,1346374446.62,1335764869.3,2682139315.92,820047523.73,1862091792.19,1718006886.84,144084905.35,144084905.35,113234952.83,4931313.59,0.2007,0.385
702927,837452,JOHNSON GROUP MEDICAL CENTER,994 DAWN THROUGHWAY,JESSICAPORT,CA,21247,PORT CYNTHIA COUNTY,18087,U,02/01/2022,01/28/2023,Voluntary Non-profit - Other,344,125560,24728,68609,4019,11152,442235471.76,252732165.14,694967636.9,310149057.14,384818579.76,338057390.19,46761189.57,46761189.57,42719447.72,3803875.78,0.2062,0.5942
702928,558791,"BARBER, BROWN AND PENA MEDICAL CENTER",92134 HOUSE LAKE,HALLVILLE,NY,22514,PAULSHIRE COUNTY,14803,U,06/01/2022,05/28/2023,Government - State,165,60225,27731,50195,6266,11342,956490086.84,818298338.43,1774788425.27,548889328.95,1225899096.32,1027995765.05,197903331.27,197903331.27,48294512.0,0,0.4224,0.2211
702929,863160,"SIMMONS, LAMBERT AND SANCHEZ MEDICAL CENTER",9675 DAVID GLEN,NORTH ANDREW,NJ,06126,SOUTH DAVIDTOWN COUNTY,48862,U,03/01/2022,02/28/2023,Proprietary - Corporation,721,263165,80720,185790,17214,39622,2625952254.48,1584496237.73,4210448492.21,2265459083.7,1944989408.5100002,1566858125.0,378131283.51,378131283.51,205074258.91,29844876.88,0.3154,0.2109
702930,988292,ROBINSON GROUP MEDICAL CENTER,50090 MORALES PORTS APT. 262,LAKE ASHLEYCHESTER,PA,48077,GOMEZSTAD COUNTY,16374,U,03/01/2022,02/28/2023,Government - Local,252,91980,34253,78276,5982,13671,1141417063.62,657644236.99,1799061300.61,658905682.69,1140155617.9199998,907930943.79,232224674.13,232224674.13,74300264.1,2777423.63,0.3824,0.6571
702931,627464,"WELCH, MORRISON AND HERNANDEZ MEDICAL CENTER",0816 BROWN ISLANDS,MARTINSHIRE,AZ,82351,DAVIDSIDE COUNTY,24300,U,03/01/2022,02/28/2023,Proprietary - Corporation,53,19345,6090,12173,829,1658,102790767.33,108747191.77,211537959.1,77402023.33,134135935.77,121242403.36,12893532.41,12893532.41,13743470.49,0,0.1955,0.2229
702932,686832,AGUILAR-KIRK MEDICAL CENTER,25673 ROMAN TRAIL,THOMASTON,PA,57826,RYANSIDE COUNTY,37431,R,04/01/2022,03/28/2023,Proprietary - Corporation,68,24820,8245,21044,1139,2907,138652457.9,82193785.22,220846243.12,117822635.26,103023607.86,90825684.0,12197923.86,12197923.86,11700082.02,0,0.237,0.5364
702933,483323,SPENCER GROUP MEDICAL CENTER,726 PENA VIEWS APT. 103,DARRELLCHESTER,OH,40454,CALHOUNBOROUGH COUNTY,20577,U,02/01/2022,01/28/2023,Proprietary - Corporation,411,150015,48823,101220,9680,20069,1249824723.8,592692495.14,1842517218.94,692195149.68,1150322069.2600002,1025983376.04,124338693.22,124338693.22,111318810.54,6254252.06,0.0548,0.7166
702934,166478,RANGEL LLC MEDICAL CENTER,404 ELIZABETH EXTENSION,HOLLYPORT,MA,21297,GRANTMOUTH COUNTY,42912,U,01/01/2022,12/28/2023,Government - State,785,286525,105632,188454,14922,26623,1060779566.37,1271229758.24,2332009324.61,1102563762.05,1229445562.5600002,901967031.97,327478530.59,327478530.59,209908621.75,9427913.09,0.4277,0.6966
702935,375186,"YOUNG, GORDON AND GONZALES MEDICAL CENTER",44833 KRISTA RUN,NEW ROBERTVILLE,IL,02005,EAST CHEYENNE COUNTY,15979,U,05/01/2022,04/28/2023,Government - State,457,166805,64005,110530,11592,20019,448687624.04,393182517.5,841870141.54,270578241.17,571291900.3699999,510714182.37,60577718.0,60577718.0,127731505.12,3105344.42,0.1783,0.2067
702936,875887,WELLS-MCLAUGHLIN MEDICAL CENTER,14807 FRENCH BROOK APT. 287,LAKE STEVEN,MO,76835,JONESVILLE COUNTY,21485,R,06/01/2022,05/28/2023,Government - Local,61,22265,10535,19988,2397,4548,408690137.07,232680260.09,641370397.16,244273636.8,397096760.35999995,340101243.14,56995517.22,56995517.22,14990840.95,0,0.1003,0.6217
702937,442148,DUNLAP-DAVIS MEDICAL CENTER,3627 SCOTT CAUSEWAY,HUNTERTON,TN,55828,WEST WILLIAMVILLE COUNTY,49818,U,02/01/2022,01/28/2023,Voluntary Non-profit - Church,365,133225,34974,99708,7239,20639,1628682526.53,840277072.84,2468959599.37,1208117117.78,1260842481.59,1143001461.58,117841020.01,117841020.01,72291609.27,10027807.41,0.1974,0.414
702938,195701,TYLER-NAVARRO MEDICAL CENTER,1164 MONTGOMERY BRANCH APT. 817,LAKE MORGANVILLE,MN,75660,GUERREROBURGH COUNTY,27531,U,04/01/2022,03/28/2023,Voluntary Non-profit - Church,355,129575,47032,113328,6842,16487,446670487.07,209492201.9,656162688.97,302801184.53,353361504.44000006,308636880.76,44724623.68,44724623.68,55835864.75,3694525.26,0.2649,0.4337
702939,242936,"JONES, DAVID AND PAYNE MEDICAL CENTER",104 KATRINA COMMON APT. 029,PORT ANGELICA,FL,29506,EAST THOMASMOUTH COUNTY,42350,R,04/01/2022,03/28/2023,Proprietary - Corporation,97,35405,12388,27445,2369,5249,441743111.59,369445687.81,811188799.4,420744170.04,390444629.35999995,343696198.84,46748430.52,46748430.52,24166146.31,0,0.4301,0.1878
702940,336084,"MCCORMICK, COOPER AND MUNOZ MEDICAL CENTER",6246 BRIAN LANE APT. 419,GREENVILLE,CO,32573,PORT CHERYL COUNTY,22967,R,01/01/2022,12/28/2023,Government - Local,408,148920,53727,89575,7544,12579,565518473.53,617468745.16,1182987218.69,462111234.98,720875983.71,649993287.24,70882696.47,70882696.47,68651377.24,2330287.07,0.0969,0.5398
702941,632848,BROWN LLC MEDICAL CENTER,901 BROWN DRIVE APT. 190,PORT SYDNEYSHIRE,NC,38153,TAMMYTOWN COUNTY,18593,U,03/01/2022,02/28/2023,Proprietary - Individual,738,269370,108233,180857,23697,39599,1326657679.55,1267721726.71,2594379406.26,1022925551.24,1571453855.0200002,1337971237.52,233482617.5,233482617.5,150438627.53,17931982.27,0.0509,0.5681
702942,418022,"JIMENEZ, HUNT AND PARKER MEDICAL CENTER",65787 JOE MEADOWS,WEST CRYSTAL,TN,95794,RENEESTAD COUNTY,28043,U,06/01/2022,05/28/2023,Proprietary - Corporation,306,111690,36507,84038,5013,11540,538516394.44,482114434.92,1020630829.3600001,414799693.36,605831136.0000001,511947526.74,93883609.26,93883609.26,91837268.29,4091438.6,0.1442,0.3691
702943,213308,MOORE-GRAHAM MEDICAL CENTER,870 BROWN KEYS,PORT JENNAVILLE,PA,98646,NORTH BRITTANY COUNTY,23023,R,04/01/2022,03/28/2023,Government - State,55,20075,7613,15713,1421,2934,135841467.76,69763535.11,205605002.87,110954821.47,94650181.4,81829842.07,12820339.33,12820339.33,20890649.52,0,0.413,0.4427
702944,342602,PEARSON LTD MEDICAL CENTER,01466 CLARK MANOR,LUKESHIRE,AL,10028,SOUTH BROOKEBERG COUNTY,24005,U,04/01/2022,03/28/2023,Government - Local,371,135415,41940,70655,9667,16286,1218168980.51,547529349.6,1765698330.1100001,911862820.4,853835509.7100002,780962381.42,72873128.29,72873128.29,115701491.91,6049122.79,0.2204,0.3984
702945,395252,RODRIGUEZ-JEFFERSON MEDICAL CENTER,778 PAGE CLIFFS,SOUTH SARAHSTAD,GA,41281,NORTH ERICVILLE COUNTY,20563,U,05/01/2022,04/28/2023,Voluntary Non-profit - Other,731,266815,81750,192756,13629,32137,1714002703.69,1107578910.11,2821581613.8,862774755.13,1958806858.67,1665414712.42,293392146.25,293392146.25,129272513.25,16449012.05,0.347,0.4563
702946,459895,GREENE PLC MEDICAL CENTER,0983 MORAN GARDENS SUITE 189,NEW CYNTHIA,FL,85924,EAST DANIELBOROUGH COUNTY,15155,R,04/01/2022,03/28/2023,Voluntary Non-profit - Other,570,208050,69558,180147,12979,33615,1683571075.39,1674354077.69,3357925153.08,1645026702.22,1712898450.86,1386472193.19,326426257.67,326426257.67,99817969.87,7969388.39,0.4157,0.3621
702947,387379,MALONE-YOUNG MEDICAL CENTER,021 RICHARD FALL,NEW JEFFREYSHIRE,PA,86515,LAKE WILLIAMLAND COUNTY,11737,U,05/01/2022,04/28/2023,Government - Local,187,68255,27355,51940,5804,11022,932558524.27,584880585.7,1517439109.97,504810709.91,1012628400.06,930829442.92,81798957.14,81798957.14,35808486.05,0,0.2868,0.2583
702948,114147,"THOMAS, JONES AND CHERRY MEDICAL CENTER",26587 DAWSON CLUB SUITE 766,SMITHTOWN,NJ,11170,EAST KEVIN COUNTY,17981,U,06/01/2022,05/28/2023,Proprietary - Corporation,226,82490,23797,60356,3809,9662,619978040.94,538275773.57,1158253814.5100002,483645451.83,674608362.6800003,592788340.26,81820022.42,81820022.42,57150948.16,7121501.11,0.2179,0.4524
702949,689117,GARCIA-HERNANDEZ MEDICAL CENTER,752 PHILLIPS FALL,WEST JOSHUA,NC,14960,KATHERINEMOUTH COUNTY,18187,U,02/01/2022,01/28/2023,Government - Local,394,143810,52913,107451,7638,15512,1326778778.86,1513727303.57,2840506082.43,933078925.19,1907427157.2399998,1646847638.94,260579518.3,260579518.3,139050101.02,12175163.82,0.4453,0.5726
702950,491710,VARGAS-LEE MEDICAL CENTER,764 WILLIAMS KEY,SOUTH KIMBERLY,VA,98315,NEW BRIANMOUTH COUNTY,17618,R,03/01/2022,02/28/2023,Proprietary - Corporation,107,39055,13451,34804,2015,5216,199635213.92,212180715.79,411815929.71,146947231.51,264868698.2,227927584.51,36941113.69,36941113.69,15156457.37,0,0.251,0.6009
702951,259307,"PRINCE, WILLIS AND OWEN MEDICAL CENTER",322 JOSEPH CAUSEWAY,DAVIDVIEW,AL,06432,NEW VICTOR COUNTY,11909,R,04/01/2022,03/28/2023,Proprietary - Individual,594,216810,52319,127694,8103,19777,1552674050.86,758035202.19,2310709253.05,1068243978.52,1242465274.5300002,1067624975.01,174840299.52,174840299.52,72776405.3,3937817.45,0.3433,0.356
702952,397414,COLEMAN-CRUZ MEDICAL CENTER,412 WHITEHEAD RIVER,MATTHEWMOUTH,CA,15894,KATIEFURT COUNTY,32406,U,04/01/2022,03/28/2023,Government - State,204,74460,40033,65617,6450,10573,493633257.93,261104169.65,754737427.58,346422964.95,408314462.63000005,362011969.01,46302493.62,46302493.62,105375564.71,13214477.06,0.4219,0.2976
702953,579427,RAYMOND AND SONS MEDICAL CENTER,521 JULIE STREET,MAXVILLE,OH,50712,KINGHAVEN COUNTY,17852,R,02/01/2022,01/28/2023,Government - State,49,17885,4139,11414,872,2407,203345046.96,205568033.04,408913080.0,189726623.74,219186456.26,171466488.71,47719967.55,47719967.55,9487310.56,0,0.1049,0.52
702954,862038,BERG LLC MEDICAL CENTER,76898 HARMON FORKS,KELSEYVILLE,NY,69166,PORT JENNIFER COUNTY,47244,U,03/01/2022,02/28/2023,Government - State,659,240535,70125,187056,10283,27432,2596926987.73,2455877031.83,5052804019.559999,2062239350.05,2990564669.5099993,2213840761.86,776723907.65,776723907.65,111368255.02,10427583.62,0.1195,0.6137
702955,146265,"GUERRA, JAMES AND BELL MEDICAL CENTER",4375 CHANDLER DALE,MARKFURT,MN,37750,ORTIZBURGH COUNTY,29295,U,02/01/2022,01/28/2023,Government - Local,391,142715,33240,82925,7050,17589,910995591.19,937748929.09,1848744520.2800002,638760883.67,1209983636.6100001,1073408002.23,136575634.38,136575634.38,50104701.05,3049621.77,0.164,0.6686
702956,361838,"COLLINS, MORALES AND JENKINS MEDICAL CENTER",90295 GUTIERREZ LANE APT. 387,LAKE PAMELAFURT,GA,03788,LAKE JOSHUACHESTER COUNTY,10231,U,02/01/2022,01/28/2023,Proprietary - Corporation,616,224840,67122,126618,10540,19884,1705824865.68,1450945532.42,3156770398.1000004,1300536079.37,1856234318.7300005,1551476536.03,304757782.7,304757782.7,64057327.13,6543059.61,0.3485,0.2262
702957,817167,TORRES INC MEDICAL CENTER,39528 KRUEGER LAND APT. 037,NEW MICHAEL,MO,48550,NORTH JAMESVILLE COUNTY,23444,U,03/01/2022,02/28/2023,Proprietary - Individual,389,141985,60306,122301,10731,21763,613887790.61,679637621.03,1293525411.6399999,597974366.03,695551045.6099999,591191994.7,104359050.91,104359050.91,133419654.8,13687502.72,0.3851,0.621
702958,524709,STEWART AND SONS MEDICAL CENTER,03014 HOLMES CORNER,NEW JOHN,AZ,97583,SOUTH STEVENBOROUGH COUNTY,14374,U,01/01/2022,12/28/2023,Government - Local,267,97455,31080,75113,5653,13663,1251468311.87,1017708434.55,2269176746.42,1059606422.61,1209570323.81,1001472493.73,208097830.08,208097830.08,68176655.49,4319969.68,0.2511,0.4779
702959,813827,PEREZ GROUP MEDICAL CENTER,004 GRAHAM CENTER,NEW CARRIETOWN,MN,53681,TIMOTHYFORT COUNTY,44612,U,05/01/2022,04/28/2023,Voluntary Non-profit - Church,584,213160,55985,137924,9493,23388,1265734453.27,1249351797.17,2515086250.44,1035032120.47,1480054129.97,1239258936.89,240795193.08,240795193.08,81671937.09,1634005.83,0.1995,0.6338
702960,168745,ALVAREZ-NELSON MEDICAL CENTER,783 GONZALEZ CLIFF SUITE 893,LAKE DEVON,MO,09017,WEST EDWARDSHIRE COUNTY,14704,R,03/01/2022,02/28/2023,Government - Local,115,41975,15606,29632,3066,5823,440757845.8,375791880.66,816549726.46,297632418.66,518917307.8,421935844.02,96981463.78,96981463.78,26713693.33,0,0.4294,0.353
702961,182876,STEPHENS GROUP MEDICAL CENTER,57696 MILLS STREET,ANGELALAND,MI,33735,BAILEYHAVEN COUNTY,25014,U,05/01/2022,04/28/2023,Government - State,453,165345,41541,92839,5939,13275,878779135.09,479730708.54,1358509843.63,706371778.97,652138064.6600001,617281755.51,34856309.15,34856309.15,91023733.25,4003740.64,0.0954,0.7062
702962,807924,"SMITH, HUGHES AND COOKE MEDICAL CENTER",88012 KRAMER HEIGHTS SUITE 310,LAKE WILLIAM,IN,43353,PORT WARREN COUNTY,11910,U,01/01/2022,12/28/2023,Voluntary Non-profit - Church,633,231045,58176,151748,8636,22528,1511578142.69,995567620.84,2507145763.53,1182978051.69,1324167711.8400002,1151478083.89,172689627.95,172689627.95,160680716.44,7497869.83,0.181,0.6682
702963,552564,NEWTON-BALL MEDICAL CENTER,5996 CRYSTAL MANORS,WENDYSHIRE,IL,90381,RICHARDTON COUNTY,15774,U,01/01/2022,12/28/2023,Voluntary Non-profit - Other,524,191260,94826,163443,17353,29910,1615147283.29,1495337744.02,3110485027.31,1369137050.45,1741347976.86,1508016176.55,233331800.31,233331800.31,214507314.93,5960888.7,0.2179,0.2761
702964,684115,GAINES-GARCIA MEDICAL CENTER,68378 SMITH DRIVE SUITE 787,CAITLINVIEW,MA,81682,TORRESBURGH COUNTY,19596,R,01/01/2022,12/28/2023,Proprietary - Corporation,47,17155,8293,14458,1300,2267,167386336.23,72405013.65,239791349.88,109123006.27,130668343.61,124142967.8,6525375.81,6525375.81,20342101.72,0,0.1785,0.2389
702965,579839,MALONE AND SONS MEDICAL CENTER,04135 MORROW EXPRESSWAY APT. 693,WALKERMOUTH,MO,80115,SOUTH GABRIELLACHESTER COUNTY,24361,R,04/01/2022,03/28/2023,Government - Local,185,67525,21374,39197,4787,8779,325771405.68,198201860.96,523973266.64,195643282.87,328329983.77,292956780.43,35373203.34,35373203.34,42235379.38,0,0.3992,0.2742
702966,458193,ALLISON AND SONS MEDICAL CENTER,000 PRESTON VILLAGE SUITE 358,RIVERATON,IN,12034,NEW JUSTINSHIRE COUNTY,13384,U,06/01/2022,05/28/2023,Voluntary Non-profit - Other,574,209510,80293,125667,12654,19805,1296468698.84,1335734808.38,2632203507.2200003,1149071424.67,1483132082.5500002,1324001258.96,159130823.59,159130823.59,165444296.89,10299834.53,0.2123,0.6542
702967,108584,YOUNG-MONTOYA MEDICAL CENTER,9853 SUSAN THROUGHWAY APT. 724,HUNTERVILLE,VA,12276,NEW KATHERINE COUNTY,46241,R,02/01/2022,01/28/2023,Proprietary - Individual,408,148920,58270,105992,10376,18874,1161129297.22,632051311.35,1793180608.5700002,821339235.11,971841373.4600002,820360643.84,151480729.62,151480729.62,124214411.06,18251008.08,0.152,0.4255
